obsdate,humidity,pressure,temperaturecel,temperaturefar,windspeed
2013-5-2 00:00:00,22.16666667,1001.2,29.83333333,85.69999999,11.43333333
2013-5-3 00:00:00,31.57142857,999.4285714,28.57142857,83.42857143,9
2013-5-4 00:00:00,31.42857143,999,32.85714286,91.14285715,2.914285714
2013-5-5 00:00:00,31.125,1000.625,32.625,90.725,3.0125
2013-5-6 00:00:00,39.25,1001.625,32.75,90.95,3.7
2013-5-7 00:00:00,33.25,1002,32.875,91.175,7.175
2013-5-8 00:00:00,23,1001.166667,34.5,94.1,9.25
2013-5-9 00:00:00,26,1000.857143,34.28571429,93.71428572,8.985714286
2013-5-10 00:00:00,27.71428571,1000.142857,34,93.2,9.528571429
2013-5-11 00:00:00,30.375,999.875,30.75,87.35,14.8125
2013-5-12 00:00:00,40.14285714,1003.714286,29.85714286,85.74285715,5.828571429
2013-5-13 00:00:00,34,1003.571429,31.71428571,89.08571428,3.971428571
2013-5-14 00:00:00,34.28571429,1001.571429,32.28571429,90.11428572,4.771428571
2013-5-15 00:00:00,33,999.8571429,33,91.4,3.2375
2013-5-16 00:00:00,34.75,998.5,33,91.4,7.175
2013-5-17 00:00:00,28.16666667,1000.333333,32.83333333,91.09999999,9.866666667
2013-5-18 00:00:00,42.2,999,31.4,88.52,12.96666667
2013-5-19 00:00:00,22.33333333,999.6666667,35.33333333,95.59999999,15.75
2013-5-20 00:00:00,24.2,998.4,36.4,97.52,7.4
2013-5-21 00:00:00,19,998.6666667,36,96.8,11.37142857
2013-5-22 00:00:00,22.125,998.625,36.75,98.15,17.5875
2013-5-23 00:00:00,23.33333333,997.1666667,37.5,99.5,13.56666667
2013-5-24 00:00:00,27.42857143,996.4285714,38.42857143,101.1714286,11.38571429
2013-5-25 00:00:00,22.42857143,998.1428571,38.71428571,101.6857143,10.31428571
2013-5-26 00:00:00,21.2,998.2,37.8,100.04,10.74
2013-5-27 00:00:00,31.57142857,999.1428571,35.85714286,96.54285715,8.728571429
2013-5-28 00:00:00,29,1000.166667,35.33333333,95.59999999,8.333333333
2013-5-29 00:00:00,27.85714286,999.4285714,34.14285714,93.45714285,5.557142857
2013-5-30 00:00:00,28.2,999.6,32.2,89.96,5.56
2013-5-31 00:00:00,40.125,998.7142857,33.625,92.525,10.6375
2013-6-1 00:00:00,54,998.75,32,89.6,13.4375
2013-6-2 00:00:00,56.6,1001,32.4,90.32,14.2
2013-6-3 00:00:00,47,999.6,35.6,96.08,12.24
2013-6-4 00:00:00,42.57142857,999.8571429,35.85714286,96.54285715,5.028571429
2013-6-5 00:00:00,36.5,998,37.16666667,98.90000001,9.866666667
2013-6-6 00:00:00,61.71428571,997.2857143,31.28571429,88.31428572,10.04285714
2013-6-7 00:00:00,49.25,998,34,93.2,7.4125
2013-6-8 00:00:00,57.4,997,34.2,93.56,13.34
2013-6-9 00:00:00,40,995.1666667,36.16666667,97.10000001,11.41666667
2013-6-10 00:00:00,42.75,995.125,36.625,97.925,8.1
2013-6-11 00:00:00,61.66666667,1000,30.16666667,86.30000001,16.35
2013-6-12 00:00:00,54.14285714,998,34.14285714,93.45714285,7.414285714
2013-6-13 00:00:00,68.66666667,998.6666667,29.83333333,85.69999999,9.866666667
2013-6-14 00:00:00,68.14285714,997.4285714,30.14285714,86.25714285,7.942857143
2013-6-15 00:00:00,65,997.8571429,30.71428571,87.28571428,13.22857143
2013-6-16 00:00:00,88.85714286,996.4285714,27,80.6,8.485714286
2013-6-17 00:00:00,87.375,994.75,26.875,80.375,8.3375
2013-6-18 00:00:00,83.6,996.4,28.4,83.12,5.18
2013-6-19 00:00:00,72.85714286,999,29.85714286,85.74285715,4.228571429
2013-6-20 00:00:00,52.71428571,997.1666667,33,91.4,4.771428571
2013-6-21 00:00:00,47.33333333,995.3333333,34.83333333,94.69999999,5.866666667
2013-6-22 00:00:00,39.4,996.2,35.6,96.08,10.74
2013-6-23 00:00:00,53,995.6666667,35.16666667,95.30000001,8.35
2013-6-24 00:00:00,55,996.2857143,33.14285714,91.65714285,13.22857143
2013-6-25 00:00:00,70.42857143,999.1666667,30.57142857,87.02857143,11.11428571
2013-6-26 00:00:00,71.5,999,30.66666667,87.20000001,6.483333333
2013-6-27 00:00:00,61.85714286,996.7142857,31.42857143,88.57142857,7.957142857
2013-6-28 00:00:00,64.25,996,31.5,88.7,8.8125
2013-6-29 00:00:00,57,995.25,33.25,91.85,13.875
2013-6-30 00:00:00,52.16666667,997.1666667,32.83333333,91.09999999,10.5
2013-7-1 00:00:00,54,996.4285714,33.85714286,92.94285715,8.728571429
2013-7-2 00:00:00,58.28571429,996,33.14285714,91.65714285,9.8
2013-7-3 00:00:00,70,997.5714286,31.57142857,88.82857143,6.357142857
2013-7-4 00:00:00,67.5,997,32.375,90.275,9.25
2013-7-5 00:00:00,62.2,997.8,32.8,91.04,12.96
2013-7-6 00:00:00,73.14285714,1000.571429,31,87.8,11.37142857
2013-7-7 00:00:00,77.33333333,1000.166667,31.16666667,88.10000001,7.1
2013-7-8 00:00:00,75.16666667,997.5,29.83333333,85.69999999,6.483333333
2013-7-9 00:00:00,78.83333333,996.8333333,29,84.2,8.016666667
2013-7-10 00:00:00,75.375,995.75,29.75,85.55,6.4875
2013-7-11 00:00:00,65.5,997.3333333,32.5,90.5,7.116666667
2013-7-12 00:00:00,86.625,1000,28.875,83.975,5.5625
2013-7-13 00:00:00,70.25,998.875,31.75,89.15,12.0625
2013-7-14 00:00:00,71.625,997.375,30.75,87.35,4.8125
2013-7-15 00:00:00,73.25,998.375,31.75,89.15,13.5375
2013-7-16 00:00:00,83.875,999,29.875,85.775,9
2013-7-17 00:00:00,78.375,998,31.125,88.025,8.65
2013-7-18 00:00:00,76,995,31.75,89.15,5.55
2013-7-19 00:00:00,73.5,995.3333333,30.5,86.9,9.266666667
2013-7-20 00:00:00,90.66666667,999.1666667,26.83333333,80.29999999,4.933333333
2013-7-21 00:00:00,88,996.4,28.2,82.76,2.24
2013-7-22 00:00:00,80.33333333,996.8333333,29.5,85.1,4.333333333
2013-7-23 00:00:00,70.71428571,998,31.85714286,89.34285715,3.971428571
2013-7-24 00:00:00,84.14285714,997.1428571,29.71428571,85.48571428,3.971428571
2013-7-25 00:00:00,84.5,995.1666667,28.33333333,82.99999999,8.016666667
2013-7-26 00:00:00,73.85714286,995.4285714,30,86,5.571428571
2013-7-27 00:00:00,79,997.2857143,30.14285714,86.25714285,4.228571429
2013-7-28 00:00:00,67.42857143,998.1428571,32.28571429,90.11428572,6.085714286
2013-7-29 00:00:00,77.42857143,997.1428571,31,87.8,4.771428571
2013-7-30 00:00:00,75.66666667,996.5,30.5,86.9,8.016666667
2013-7-31 00:00:00,78.5,996.6666667,28.83333333,83.89999999,9.866666667
2013-8-1 00:00:00,73.5,998,30,86,5.55
2013-8-2 00:00:00,66.42857143,999.4285714,31.57142857,88.82857143,11.11428571
2013-8-3 00:00:00,62.33333333,1000.833333,32.5,90.5,10.81666667
2013-8-4 00:00:00,62.5,993.25,32.5,90.5,5.1
2013-8-5 00:00:00,77,1001,29.5,85.1,6.783333333
2013-8-6 00:00:00,90.66666667,1002.166667,27.16666667,80.90000001,4.016666667
2013-8-7 00:00:00,85.25,1001.875,28.375,83.075,3.25
2013-8-8 00:00:00,84,1000.5,28.5,83.3,6.166666667
2013-8-9 00:00:00,87.5,1001,27.16666667,80.90000001,3.716666667
2013-8-10 00:00:00,79.85714286,1000.333333,29.42857143,84.97142857,6.1
2013-8-11 00:00:00,76.83333333,1001.166667,30,86,6.8
2013-8-12 00:00:00,81.5,1001,29.5,85.1,8.35
2013-8-13 00:00:00,72,999.25,30.75,87.35,11.125
2013-8-14 00:00:00,74.33333333,999.8333333,29.66666667,85.40000001,9.866666667
2013-8-15 00:00:00,85,1001.714286,27.71428571,81.88571428,8.2
2013-8-16 00:00:00,92,1000.8,26.6,79.88,4.46
2013-8-17 00:00:00,91,999.4285714,27.42857143,81.37142857,14.28571429
2013-8-18 00:00:00,83.83333333,1000.166667,28.33333333,82.99999999,1.233333333
2013-8-19 00:00:00,84.66666667,1000.5,28.16666667,82.70000001,5.55
2013-8-20 00:00:00,88.5,999,27.375,81.275,5.325
2013-8-21 00:00:00,81.16666667,999.2857143,28.33333333,82.99999999,10.31428571
2013-8-22 00:00:00,74.83333333,1001.166667,29.16666667,84.50000001,6.483333333
2013-8-23 00:00:00,73.14285714,1001.428571,31.28571429,88.31428572,2.642857143
2013-8-24 00:00:00,71.25,1000.333333,32,89.6,18.525
2013-8-25 00:00:00,90.75,998.75,29,84.2,0.925
2013-8-26 00:00:00,69.875,997.8571429,32,89.6,6.475
2013-8-27 00:00:00,57.28571429,999.8571429,32.14285714,89.85714285,17.07142857
2013-8-28 00:00:00,60.71428571,1003.714286,30.14285714,86.25714285,11.64285714
2013-8-29 00:00:00,57,1003.25,31.5,88.7,9.275
2013-8-30 00:00:00,73,1003.5,29.16666667,84.50000001,3.1
2013-8-31 00:00:00,71.75,1003.25,29,84.2,4.65
2013-9-1 00:00:00,65.2,1003.2,30,86,11.48
2013-9-2 00:00:00,50.85714286,1003.714286,31.85714286,89.34285715,15.34285714
2013-9-3 00:00:00,45.5,1001.5,32.75,90.95,14.8
2013-9-4 00:00:00,48,1002.166667,31.71428571,89.08571428,14.54285714
2013-9-5 00:00:00,46,1001.5,31.66666667,89.00000001,13.56666667
2013-9-6 00:00:00,55.71428571,1003.428571,30.57142857,87.02857143,10.04285714
2013-9-7 00:00:00,51.83333333,1004.166667,30.83333333,87.49999999,6.783333333
2013-9-8 00:00:00,71.75,1007.25,28,82.4,2.325
2013-9-9 00:00:00,57.5,1007,31,87.8,42.22
2013-9-10 00:00:00,66.33333333,1005.333333,29.66666667,85.40000001,3.7
2013-9-11 00:00:00,61.14285714,1005.571429,30.85714286,87.54285715,3.971428571
2013-9-12 00:00:00,60.33333333,1008.166667,31.16666667,88.10000001,2.783333333
2013-9-13 00:00:00,67.14285714,1007.142857,31.14285714,88.05714285,3.171428571
2013-9-14 00:00:00,67,1003.833333,30.5,86.9,2.783333333
2013-9-15 00:00:00,56.375,1001.375,31.625,88.925,3.9375
2013-9-16 00:00:00,60,1002.333333,29.66666667,85.40000001,7.1
2013-9-17 00:00:00,56.5,1002.875,29.25,84.65,3.475
2013-9-18 00:00:00,58.57142857,1003.142857,29.14285714,84.45714285,5.557142857
2013-9-19 00:00:00,61.6,1001.8,29.8,85.64,2.96
2013-9-20 00:00:00,70,1003,28.66666667,83.60000001,9.583333333
2013-9-21 00:00:00,89,1003,25.2,77.36,5.18
2013-9-22 00:00:00,79.66666667,1001.666667,28.33333333,82.99999999,3.083333333
2013-9-23 00:00:00,68,1001,30.28571429,86.51428572,4.5
2013-9-24 00:00:00,65.75,1002.75,30.75,87.35,5.7875
2013-9-25 00:00:00,75,1005.428571,28.57142857,83.42857143,6.614285714
2013-9-26 00:00:00,78.8,1006.6,28.2,82.76,4.08
2013-9-27 00:00:00,71.25,1005.625,29,84.2,7.4125
2013-9-28 00:00:00,67.33333333,1005.333333,30,86,1.233333333
2013-9-29 00:00:00,79.85714286,1003.857143,28.14285714,82.65714285,5.557142857
2013-9-30 00:00:00,84.57142857,1004.714286,26.85714286,80.34285715,4.228571429
2013-10-1 00:00:00,68.71428571,1007.714286,28.28571429,82.91428572,6.371428571
2013-10-2 00:00:00,61.4,1010,29.2,84.56,7.42
2013-10-3 00:00:00,59,1008.6,28.6,83.48,7.4
2013-10-4 00:00:00,84.33333333,1007.5,24.83333333,76.69999999,6.783333333
2013-10-5 00:00:00,69,1004.125,28.5,83.3,2.0875
2013-10-6 00:00:00,66.5,1005.25,29.75,85.55,1.85
2013-10-7 00:00:00,66.57142857,1008.857143,29.71428571,85.48571428,1.585714286
2013-10-8 00:00:00,69.4,1009.8,29.2,84.56,0
2013-10-9 00:00:00,65.5,1010.333333,30.83333333,87.49999999,5.566666667
2013-10-10 00:00:00,66.28571429,1010.857143,29.42857143,84.97142857,3.971428571
2013-10-11 00:00:00,89.85714286,1010.571429,23.85714286,74.94285715,4.242857143
2013-10-12 00:00:00,82.57142857,1008.285714,26.14285714,79.05714285,2.914285714
2013-10-13 00:00:00,84.33333333,1007.666667,27.16666667,80.90000001,0.616666667
2013-10-14 00:00:00,74.85714286,1007,27.71428571,81.88571428,5.557142857
2013-10-15 00:00:00,76.42857143,1009.142857,25.85714286,78.54285715,3.7
2013-10-16 00:00:00,75,1009,26.42857143,79.57142857,0
2013-10-17 00:00:00,76.71428571,1010.428571,26.85714286,80.34285715,1.057142857
2013-10-18 00:00:00,73.16666667,1010.5,26.33333333,79.39999999,0
2013-10-19 00:00:00,69.57142857,1011.571429,24.57142857,76.22857143,2.114285714
2013-10-20 00:00:00,67.83333333,1010.666667,24.33333333,75.79999999,1.55
2013-10-21 00:00:00,63.625,1009.875,24.875,76.775,1.3875
2013-10-22 00:00:00,53.6,1011,27.8,82.04,0
2013-10-23 00:00:00,67.5,1013.625,25,77,1.1625
2013-10-24 00:00:00,73.14285714,1013.285714,23.85714286,74.94285715,1.057142857
2013-10-25 00:00:00,75.8,1011,22.8,73.04,1.86
2013-10-26 00:00:00,78.2,1011.2,23,73.4,0.74
2013-10-27 00:00:00,66.875,1010.625,22.875,73.175,2.55
2013-10-28 00:00:00,63.16666667,1010,22.66666667,72.80000001,4.933333333
2013-10-29 00:00:00,62.71428571,1011.142857,23,73.4,3.971428571
2013-10-30 00:00:00,67.42857143,1012.857143,22.85714286,73.14285715,2.385714286
2013-10-31 00:00:00,58.83333333,1012.833333,23.66666667,74.60000001,3.083333333
2013-11-1 00:00:00,69.14285714,1013.285714,23.42857143,74.17142857,1.057142857
2013-11-2 00:00:00,65,1014.5,21.625,70.925,4.6375
2013-11-3 00:00:00,57.875,1016,20.625,69.125,5.5625
2013-11-4 00:00:00,54.16666667,1017.5,21.16666667,70.10000001,2.466666667
2013-11-5 00:00:00,74.33333333,1017.5,18.83333333,65.89999999,0
2013-11-6 00:00:00,66.71428571,1015.857143,20.57142857,69.02857143,3.185714286
2013-11-7 00:00:00,73.14285714,1015.666667,20.14285714,68.25714285,4.5
2013-11-8 00:00:00,82.2,1015.625,18,64.4,19.9125
2013-11-9 00:00:00,73.57142857,1016.714286,19.85714286,67.74285715,0.528571429
2013-11-10 00:00:00,72,1016,16.83333333,62.29999999,2.466666667
2013-11-11 00:00:00,61.85714286,1013.428571,18.85714286,65.94285715,5.814285714
2013-11-12 00:00:00,71.71428571,1013.857143,16.57142857,61.82857143,0.8
2013-11-13 00:00:00,65,1014.25,17.75,63.95,3.0125
2013-11-14 00:00:00,63.375,1015.25,17.625,63.725,3.475
2013-11-15 00:00:00,67,1016.5,17,62.6,0.925
2013-11-16 00:00:00,69.625,1018,16.625,61.925,0
2013-11-17 00:00:00,67.42857143,1017.714286,15.57142857,60.02857143,2.385714286
2013-11-18 00:00:00,55.125,1016.875,18.5,65.3,7.4125
2013-11-19 00:00:00,63.5,1015.5,17.875,64.175,7.175
2013-11-20 00:00:00,58.875,1012.75,18.25,64.85,2.55
2013-11-21 00:00:00,66.25,1013.125,17.875,64.175,2.0875
2013-11-22 00:00:00,74.875,1015.75,17.625,63.725,1.1625
2013-11-23 00:00:00,77.85714286,1014.571429,18.14285714,64.65714285,0.8
2013-11-24 00:00:00,58.875,1014.5,19.125,66.425,5.0875
2013-11-25 00:00:00,49.875,1012.875,21.25,70.25,9.5
2013-11-26 00:00:00,51.375,1011.75,21.25,70.25,9.75
2013-11-27 00:00:00,68.5,1014.75,19.125,66.425,2.7875
2013-11-28 00:00:00,71.875,1017.75,18.625,65.525,1.85
2013-11-29 00:00:00,66.625,1016.875,17.75,63.95,4.8625
2013-11-30 00:00:00,69.625,1015.875,17.875,64.175,11.8125
2013-12-1 00:00:00,65,1016.142857,18,64.4,1.585714286
2013-12-2 00:00:00,73.25,1015.875,17.25,63.05,1.85
2013-12-3 00:00:00,73.5,1016.75,17.5,63.5,1.3875
2013-12-4 00:00:00,71.85714286,1017,17.14285714,62.85714285,4.228571429
2013-12-5 00:00:00,69,1015.285714,17.14285714,62.85714285,6.885714286
2013-12-6 00:00:00,72.375,1014,16.125,61.025,3.7125
2013-12-7 00:00:00,80.5,1014.25,16,60.8,1.1625
2013-12-8 00:00:00,83.625,1014,16.5,61.7,0
2013-12-9 00:00:00,79.25,1013.5,16.125,61.025,2.3125
2013-12-10 00:00:00,81.75,1013.75,15.5,59.9,2.55
2013-12-11 00:00:00,71.875,1014.125,16.625,61.925,6.475
2013-12-12 00:00:00,62.375,1012.5,17.75,63.95,16.9
2013-12-13 00:00:00,67.71428571,1012,17.14285714,62.85714285,11.62857143
2013-12-14 00:00:00,79,1012.571429,16.14285714,61.05714285,0.8
2013-12-15 00:00:00,86.25,1015.125,15.5,59.9,2.55
2013-12-16 00:00:00,89.5,1015.625,15.25,59.45,1.1625
2013-12-17 00:00:00,92.875,1014.25,14.75,58.55,0.925
2013-12-18 00:00:00,93,1012.625,14.875,58.775,2.0875
2013-12-19 00:00:00,89.125,1012.875,16.125,61.025,3.25
2013-12-20 00:00:00,91.375,1016,15.375,59.675,4.4125
2013-12-21 00:00:00,94,1017,14.75,58.55,0.4625
2013-12-22 00:00:00,94,1018.375,15.25,59.45,1.3875
2013-12-23 00:00:00,88.25,1020.5,14.25,57.65,9.025
2013-12-24 00:00:00,84.75,1021.375,13.5,56.3,5.7875
2013-12-25 00:00:00,63.16666667,1020.625,13.66666667,56.60000001,34.4875
2013-12-26 00:00:00,67.625,1019.25,12.125,53.825,4.4
2013-12-27 00:00:00,79.875,1018.625,11.875,53.375,1.1625
2013-12-28 00:00:00,70,1019.25,10.875,51.575,5.325
2013-12-29 00:00:00,69.42857143,1018.5,10.57142857,51.02857143,5.325
2013-12-30 00:00:00,79.5,1018.125,12.375,54.275,6.475
2013-12-31 00:00:00,89.375,1020.5,14.5,58.1,4.8625
2014-1-1 00:00:00,89.625,1021,13.375,56.075,7.65
2014-1-2 00:00:00,78.375,1020.25,11,51.8,8.1
2014-1-3 00:00:00,74.875,1017.75,12.5,54.5,5.325
2014-1-4 00:00:00,88.125,1016.25,12.875,55.175,1.1625
2014-1-5 00:00:00,89,1014.5,12.375,54.275,0.4625
2014-1-6 00:00:00,86.28571429,1017.625,11.42857143,52.57142857,27.3375
2014-1-7 00:00:00,72.28571429,1017.75,12.14285714,53.85714285,20.6
2014-1-8 00:00:00,76.875,1017.875,11.875,53.375,1.85
2014-1-9 00:00:00,83,1017,12.83333333,55.09999999,1.233333333
2014-1-10 00:00:00,85.375,1016.625,12.375,54.275,0
2014-1-11 00:00:00,82.625,1019.625,12.125,53.825,6.725
2014-1-12 00:00:00,80.875,1020.75,12.875,55.175,3.25
